Date,Month ,Day,Country,Cumulative number of case(s),Number of deaths,Number recovered
"April 14, 2003",April,14,Romania,1,0,0
"April 15, 2003",April,15,Romania,1,0,1
"April 16, 2003",April,16,Romania,1,0,1
"April 17, 2003",April,17,Romania,1,0,1
"April 18, 2003",April,18,Romania,1,0,1
"April 19, 2003",April,19,Romania,1,0,1
"April 21, 2003",April,21,Romania,1,0,1
"April 22, 2003",April,22,Romania,1,0,1
"April 23, 2003",April,23,Romania,1,0,1
"April 24, 2003",April,24,Romania,1,0,1
"April 25, 2003",April,25,Romania,1,0,1
"April 26, 2003",April,26,Romania,1,0,1
"April 28, 2003",April,28,Romania,1,0,1
"April 29, 2003",April,29,Romania,1,0,1
"April 30, 2003",April,30,Romania,1,0,1
"May 1, 2003",May,1,Romania,1,0,1
"May 2, 2003",May,2,Romania,1,0,1
"May 3, 2003",May,3,Romania,1,0,1
"May 5, 2003",May,5,Romania,1,0,1
"May 6, 2003",May,6,Romania,1,0,1
"May 7, 2003",May,7,Romania,1,0,1
"May 8, 2003",May,8,Romania,1,0,1
"May 9, 2003",May,9,Romania,1,0,1
"May 10, 2003",May,10,Romania,1,0,1
"May 12, 2003",May,12,Romania,1,0,1
"May 13, 2003",May,13,Romania,1,0,1
"May 14, 2003",May,14,Romania,1,0,1
"May 15, 2003",May,15,Romania,1,0,1
"May 16, 2003",May,16,Romania,1,0,1
"May 17, 2003",May,17,Romania,1,0,1
"May 19, 2003",May,19,Romania,1,0,1
"May 20, 2003",May,20,Romania,1,0,1
"May 21, 2003",May,21,Romania,1,0,1
"May 22, 2003",May,22,Romania,1,0,1
"May 23, 2003",May,23,Romania,1,0,1
"May 24, 2003",May,24,Romania,1,0,1
"May 26, 2003",May,26,Romania,1,0,1
"May 27, 2003",May,27,Romania,1,0,1
"May 28, 2003",May,28,Romania,1,0,1
"May 29, 2003",May,29,Romania,1,0,1
"May 30, 2003",May,30,Romania,1,0,1
"May 31, 2003",May,31,Romania,1,0,1
"June 2, 2003",June,2,Romania,1,0,1
"June 3, 2003",June,3,Romania,1,0,1
"June 4, 2003",June,4,Romania,1,0,1
"June 5, 2003",June,5,Romania,1,0,1
"June 6, 2003",June,6,Romania,1,0,1
"June 9, 2003",June,9,Romania,1,0,1
"June 10, 2003",June,10,Romania,1,0,1
"June 11, 2003",June,11,Romania,1,0,1
"June 12, 2003",June,12,Romania,1,0,1
"June 13, 2003",June,13,Romania,1,0,1
"June 16, 2003",June,16,Romania,1,0,1
"June 17, 2003",June,17,Romania,1,0,1
"June 18, 2003",June,18,Romania,1,0,1
"June 19, 2003",June,19,Romania,1,0,1
"June 20, 2003",June,20,Romania,1,0,1
"June 23, 2003",June,23,Romania,1,0,1
"June 24, 2003",June,24,Romania,1,0,1
"June 25, 2003",June,25,Romania,1,0,1
"June 26, 2003",June,26,Romania,1,0,1
"June 27, 2003",June,27,Romania,1,0,1
"June 30, 2003",June,30,Romania,1,0,1
"July 1, 2003",July,1,Romania,1,0,1
"July 2, 2003",July,2,Romania,1,0,1
"July 3, 2003",July,3,Romania,1,0,1
"July 4, 2003",July,4,Romania,1,0,1
"July 7, 2003",July,7,Romania,1,0,1
"July 8, 2003",July,8,Romania,1,0,1
"July 9, 2003",July,9,Romania,1,0,1
"July 10, 2003",July,10,Romania,1,0,1
"July 11, 2003",July,11,Romania,1,0,1
"May 31, 2003",May,31,Russian Federation,1,0,0
"June 2, 2003",June,2,Russian Federation,1,0,0
"June 3, 2003",June,3,Russian Federation,1,0,0
"June 4, 2003",June,4,Russian Federation,1,0,0
"June 5, 2003",June,5,Russian Federation,1,0,0
"June 6, 2003",June,6,Russian Federation,1,0,0
"June 9, 2003",June,9,Russian Federation,1,0,0
"June 10, 2003",June,10,Russian Federation,1,0,0
"June 11, 2003",June,11,Russian Federation,1,0,0
"June 12, 2003",June,12,Russian Federation,1,0,0
"June 13, 2003",June,13,Russian Federation,1,0,0
"June 16, 2003",June,16,Russian Federation,1,0,0
"June 17, 2003",June,17,Russian Federation,1,0,0
"June 18, 2003",June,18,Russian Federation,1,0,0
"June 19, 2003",June,19,Russian Federation,1,0,0
"June 20, 2003",June,20,Russian Federation,1,0,0
"June 23, 2003",June,23,Russian Federation,1,0,0
"June 24, 2003",June,24,Russian Federation,1,0,0
"June 25, 2003",June,25,Russian Federation,1,0,0
"June 26, 2003",June,26,Russian Federation,1,0,0
"June 27, 2003",June,27,Russian Federation,1,0,0
"June 30, 2003",June,30,Russian Federation,1,0,0
"July 1, 2003",July,1,Russian Federation,1,0,0
"July 2, 2003",July,2,Russian Federation,1,0,0
"July 3, 2003",July,3,Russian Federation,1,0,0
"July 4, 2003",July,4,Russian Federation,1,0,0
"July 7, 2003",July,7,Russian Federation,1,0,0
"July 8, 2003",July,8,Russian Federation,1,0,0
"July 9, 2003",July,9,Russian Federation,1,0,0
"July 10, 2003",July,10,Russian Federation,1,0,0
"July 11, 2003",July,11,Russian Federation,1,0,0
"March 17, 2003",March,17,Singapore,20,0,0
"March 18, 2003",March,18,Singapore,23,0,0
"March 19, 2003",March,19,Singapore,31,0,0
"March 20, 2003",March,20,Singapore,34,0,0
"March 21, 2003",March,21,Singapore,39,0,0
"March 22, 2003",March,22,Singapore,44,0,0
"March 24, 2003",March,24,Singapore,65,0,0
"March 25, 2003",March,25,Singapore,69,0,0
"March 26, 2003",March,26,Singapore,74,1,0
"March 27, 2003",March,27,Singapore,78,2,0
"March 28, 2003",March,28,Singapore,86,2,0
"March 29, 2003",March,29,Singapore,89,2,0
"March 31, 2003",March,31,Singapore,91,2,0
"April 1, 2003",April,1,Singapore,92,3,0
"April 2, 2003",April,2,Singapore,95,4,0
"April 3, 2003",April,3,Singapore,98,4,0
"April 4, 2003",April,4,Singapore,100,5,0
"April 5, 2003",April,5,Singapore,101,6,0
"April 7, 2003",April,7,Singapore,106,6,0
"April 8, 2003",April,8,Singapore,113,8,0
"April 9, 2003",April,9,Singapore,118,9,0
"April 10, 2003",April,10,Singapore,126,9,75
"April 11, 2003",April,11,Singapore,133,9,77
"April 12, 2003",April,12,Singapore,147,9,77
"April 14, 2003",April,14,Singapore,158,12,84
"April 15, 2003",April,15,Singapore,162,13,85
"April 16, 2003",April,16,Singapore,162,13,85
"April 17, 2003",April,17,Singapore,167,15,91
"April 18, 2003",April,18,Singapore,177,16,100
"April 19, 2003",April,19,Singapore,177,16,100
"April 21, 2003",April,21,Singapore,178,16,104
"April 22, 2003",April,22,Singapore,186,16,110
"April 23, 2003",April,23,Singapore,189,17,114
"April 24, 2003",April,24,Singapore,192,19,118
"April 25, 2003",April,25,Singapore,195,19,126
"April 26, 2003",April,26,Singapore,198,21,126
"April 28, 2003",April,28,Singapore,199,23,137
"April 29, 2003",April,29,Singapore,201,24,139
"April 30, 2003",April,30,Singapore,201,24,139
"May 1, 2003",May,1,Singapore,201,25,143
"May 2, 2003",May,2,Singapore,203,25,146
"May 3, 2003",May,3,Singapore,203,25,147
"May 5, 2003",May,5,Singapore,204,26,149
"May 6, 2003",May,6,Singapore,204,27,149
"May 7, 2003",May,7,Singapore,204,27,150
"May 8, 2003",May,8,Singapore,204,27,153
"May 9, 2003",May,9,Singapore,204,27,153
"May 10, 2003",May,10,Singapore,205,27,155
"May 12, 2003",May,12,Singapore,205,28,156
"May 13, 2003",May,13,Singapore,205,28,157
"May 14, 2003",May,14,Singapore,205,28,157
"May 15, 2003",May,15,Singapore,205,28,157
"May 16, 2003",May,16,Singapore,205,28,157
"May 17, 2003",May,17,Singapore,205,28,157
"May 19, 2003",May,19,Singapore,206,28,160
"May 20, 2003",May,20,Singapore,206,28,161
"May 21, 2003",May,21,Singapore,206,28,161
"May 22, 2003",May,22,Singapore,206,29,162
"May 23, 2003",May,23,Singapore,206,31,163
"May 24, 2003",May,24,Singapore,206,31,163
"May 26, 2003",May,26,Singapore,206,31,163
"May 27, 2003",May,27,Singapore,206,31,163
"May 28, 2003",May,28,Singapore,206,31,165
"May 29, 2003",May,29,Singapore,206,31,165
"May 30, 2003",May,30,Singapore,206,31,165
"May 31, 2003",May,31,Singapore,206,31,165
"June 2, 2003",June,2,Singapore,206,31,165
"June 3, 2003",June,3,Singapore,206,31,165
"June 4, 2003",June,4,Singapore,206,31,165
"June 5, 2003",June,5,Singapore,206,31,165
"June 6, 2003",June,6,Singapore,206,31,165
"June 9, 2003",June,9,Singapore,206,31,168
"June 10, 2003",June,10,Singapore,206,31,168
"June 11, 2003",June,11,Singapore,206,31,168
"June 12, 2003",June,12,Singapore,206,31,169
"June 13, 2003",June,13,Singapore,206,31,169
"June 16, 2003",June,16,Singapore,206,31,169
"June 17, 2003",June,17,Singapore,206,31,169
"June 18, 2003",June,18,Singapore,206,31,169
"June 19, 2003",June,19,Singapore,206,31,170
"June 20, 2003",June,20,Singapore,206,31,170
"June 23, 2003",June,23,Singapore,206,31,170
"June 24, 2003",June,24,Singapore,206,31,170
"June 25, 2003",June,25,Singapore,206,31,170
"June 26, 2003",June,26,Singapore,206,32,170
"June 27, 2003",June,27,Singapore,206,32,171
"June 30, 2003",June,30,Singapore,206,32,171
"July 1, 2003",July,1,Singapore,206,32,171
"July 2, 2003",July,2,Singapore,206,32,171
"July 3, 2003",July,3,Singapore,206,32,171
"July 4, 2003",July,4,Singapore,206,32,171
"July 7, 2003",July,7,Singapore,206,32,171
"July 8, 2003",July,8,Singapore,206,32,171
"July 9, 2003",July,9,Singapore,206,32,171
"July 10, 2003",July,10,Singapore,206,32,172
"July 11, 2003",July,11,Singapore,206,32,172
"March 18, 2003",March,18,Slovenia,1,0,0
"March 19, 2003",March,19,Slovenia,1,0,0
"March 20, 2003",March,20,Slovenia,1,0,0
"March 21, 2003",March,21,Slovenia,1,0,0
"March 22, 2003",March,22,Slovenia,1,0,0
"April 11, 2003",April,11,South Africa,1,0,0
"April 12, 2003",April,12,South Africa,1,0,0
"April 14, 2003",April,14,South Africa,1,0,0
"April 15, 2003",April,15,South Africa,1,0,0
"April 16, 2003",April,16,South Africa,1,0,0
"April 17, 2003",April,17,South Africa,1,0,0
"April 18, 2003",April,18,South Africa,1,0,0
"April 19, 2003",April,19,South Africa,1,0,0
"April 21, 2003",April,21,South Africa,1,0,0
"April 22, 2003",April,22,South Africa,1,0,0
"April 23, 2003",April,23,South Africa,1,0,0
"April 24, 2003",April,24,South Africa,1,0,0
"April 25, 2003",April,25,South Africa,1,0,0
"April 26, 2003",April,26,South Africa,1,0,0
"April 28, 2003",April,28,South Africa,1,0,0
"April 29, 2003",April,29,South Africa,1,0,0
"April 30, 2003",April,30,South Africa,1,0,0
"May 1, 2003",May,1,South Africa,1,0,0
"May 2, 2003",May,2,South Africa,1,0,0
"May 3, 2003",May,3,South Africa,1,0,1
"May 5, 2003",May,5,South Africa,1,1,0
"May 6, 2003",May,6,South Africa,1,1,0
"May 7, 2003",May,7,South Africa,1,1,0
"May 8, 2003",May,8,South Africa,1,1,0
"May 9, 2003",May,9,South Africa,1,1,0
"May 10, 2003",May,10,South Africa,1,1,0
"May 12, 2003",May,12,South Africa,1,1,0
"May 13, 2003",May,13,South Africa,1,1,0
"May 14, 2003",May,14,South Africa,1,1,0
"May 15, 2003",May,15,South Africa,1,1,0
"May 16, 2003",May,16,South Africa,1,1,0
"May 17, 2003",May,17,South Africa,1,1,0
"May 19, 2003",May,19,South Africa,1,1,0
"May 20, 2003",May,20,South Africa,1,1,0
"May 21, 2003",May,21,South Africa,1,1,0
"May 22, 2003",May,22,South Africa,1,1,0
"May 23, 2003",May,23,South Africa,1,1,0
"May 24, 2003",May,24,South Africa,1,1,0
"May 26, 2003",May,26,South Africa,1,1,0
"May 27, 2003",May,27,South Africa,1,1,0
"May 28, 2003",May,28,South Africa,1,1,0
"May 29, 2003",May,29,South Africa,1,1,0
"May 30, 2003",May,30,South Africa,1,1,0
"May 31, 2003",May,31,South Africa,1,1,0
"June 2, 2003",June,2,South Africa,1,1,0
"June 3, 2003",June,3,South Africa,1,1,0
"June 4, 2003",June,4,South Africa,1,1,0
"June 5, 2003",June,5,South Africa,1,1,0
"June 6, 2003",June,6,South Africa,1,1,0
"June 9, 2003",June,9,South Africa,1,1,0
"June 10, 2003",June,10,South Africa,1,1,0
"June 11, 2003",June,11,South Africa,1,1,0
"June 12, 2003",June,12,South Africa,1,1,0
"June 13, 2003",June,13,South Africa,1,1,0
"June 16, 2003",June,16,South Africa,1,1,0
"June 17, 2003",June,17,South Africa,1,1,0
"June 18, 2003",June,18,South Africa,1,1,0
"June 19, 2003",June,19,South Africa,1,1,0
"June 20, 2003",June,20,South Africa,1,1,0
"June 23, 2003",June,23,South Africa,1,1,0
"June 24, 2003",June,24,South Africa,1,1,0
"June 25, 2003",June,25,South Africa,1,1,0
"June 26, 2003",June,26,South Africa,1,1,0
"June 27, 2003",June,27,South Africa,1,1,0
"June 30, 2003",June,30,South Africa,1,1,0
"July 1, 2003",July,1,South Africa,1,1,0
"July 2, 2003",July,2,South Africa,1,1,0
"July 3, 2003",July,3,South Africa,1,1,0
"July 4, 2003",July,4,South Africa,1,1,0
"July 7, 2003",July,7,South Africa,1,1,0
"July 8, 2003",July,8,South Africa,1,1,0
"July 9, 2003",July,9,South Africa,1,1,0
"July 10, 2003",July,10,South Africa,1,1,0
"July 11, 2003",July,11,South Africa,1,1,0
"March 19, 2003",March,19,Spain,1,0,0
"March 20, 2003",March,20,Spain,1,0,0
"March 21, 2003",March,21,Spain,1,0,0
"March 22, 2003",March,22,Spain,1,0,0
"March 24, 2003",March,24,Spain,1,0,0
"April 2, 2003",April,2,Spain,1,0,0
"April 4, 2003",April,4,Spain,1,0,0
"April 5, 2003",April,5,Spain,1,0,0
"April 7, 2003",April,7,Spain,1,0,0
"April 8, 2003",April,8,Spain,1,0,0
"April 9, 2003",April,9,Spain,1,0,0
"April 10, 2003",April,10,Spain,1,0,0
"April 11, 2003",April,11,Spain,1,0,0
"April 12, 2003",April,12,Spain,1,0,0
"April 14, 2003",April,14,Spain,1,0,0
"April 15, 2003",April,15,Spain,1,0,0
"April 16, 2003",April,16,Spain,1,0,0
"April 17, 2003",April,17,Spain,1,0,0
"April 18, 2003",April,18,Spain,1,0,0
"April 19, 2003",April,19,Spain,1,0,0
"April 21, 2003",April,21,Spain,1,0,0
"April 22, 2003",April,22,Spain,1,0,0
"April 23, 2003",April,23,Spain,1,0,0
"April 24, 2003",April,24,Spain,1,0,1
"April 25, 2003",April,25,Spain,1,0,1
"April 26, 2003",April,26,Spain,1,0,1
"April 28, 2003",April,28,Spain,1,0,1
"April 29, 2003",April,29,Spain,1,0,1
"April 30, 2003",April,30,Spain,1,0,1
"May 1, 2003",May,1,Spain,1,0,1
"May 2, 2003",May,2,Spain,1,0,1
"May 3, 2003",May,3,Spain,1,0,1
"May 5, 2003",May,5,Spain,1,0,1
"May 6, 2003",May,6,Spain,1,0,1
"May 7, 2003",May,7,Spain,1,0,1
"May 8, 2003",May,8,Spain,1,0,1
"May 9, 2003",May,9,Spain,1,0,1
"May 10, 2003",May,10,Spain,1,0,1
"May 12, 2003",May,12,Spain,1,0,1
"May 13, 2003",May,13,Spain,1,0,1
"May 14, 2003",May,14,Spain,1,0,1
"May 15, 2003",May,15,Spain,1,0,1
"May 16, 2003",May,16,Spain,1,0,1
"May 17, 2003",May,17,Spain,1,0,1
"May 19, 2003",May,19,Spain,1,0,1
"May 20, 2003",May,20,Spain,1,0,1
"May 21, 2003",May,21,Spain,1,0,1
"May 22, 2003",May,22,Spain,1,0,1
"May 23, 2003",May,23,Spain,1,0,1
"May 24, 2003",May,24,Spain,1,0,1
"May 26, 2003",May,26,Spain,1,0,1
"May 27, 2003",May,27,Spain,1,0,1
"May 28, 2003",May,28,Spain,1,0,1
"May 29, 2003",May,29,Spain,1,0,1
"May 30, 2003",May,30,Spain,1,0,1
"May 31, 2003",May,31,Spain,1,0,1
"June 2, 2003",June,2,Spain,1,0,1
"June 3, 2003",June,3,Spain,1,0,1
"June 4, 2003",June,4,Spain,1,0,1
"June 5, 2003",June,5,Spain,1,0,1
"June 6, 2003",June,6,Spain,1,0,1
"June 9, 2003",June,9,Spain,1,0,1
"June 10, 2003",June,10,Spain,1,0,1
"June 11, 2003",June,11,Spain,1,0,1
"June 12, 2003",June,12,Spain,1,0,1
"June 13, 2003",June,13,Spain,1,0,1
"June 16, 2003",June,16,Spain,1,0,1
"June 17, 2003",June,17,Spain,1,0,1
"June 18, 2003",June,18,Spain,1,0,1
"June 19, 2003",June,19,Spain,1,0,1
"June 20, 2003",June,20,Spain,1,0,1
"June 23, 2003",June,23,Spain,1,0,1
"June 24, 2003",June,24,Spain,1,0,1
"June 25, 2003",June,25,Spain,1,0,1
"June 26, 2003",June,26,Spain,1,0,1
"June 27, 2003",June,27,Spain,1,0,1
"June 30, 2003",June,30,Spain,1,0,1
"July 1, 2003",July,1,Spain,1,0,1
"July 2, 2003",July,2,Spain,1,0,1
"July 3, 2003",July,3,Spain,1,0,1
"July 4, 2003",July,4,Spain,1,0,1
"July 7, 2003",July,7,Spain,1,0,1
"July 8, 2003",July,8,Spain,1,0,1
"July 9, 2003",July,9,Spain,1,0,1
"July 10, 2003",July,10,Spain,1,0,1
"July 11, 2003",July,11,Spain,1,0,1
"April 14, 2003",April,14,Sweden,1,0,0
"April 15, 2003",April,15,Sweden,1,0,0
"April 16, 2003",April,16,Sweden,1,0,0
"April 17, 2003",April,17,Sweden,1,0,0
"April 18, 2003",April,18,Sweden,3,0,0
"April 19, 2003",April,19,Sweden,3,0,0
"April 21, 2003",April,21,Sweden,3,0,0
"April 22, 2003",April,22,Sweden,3,0,0
"April 23, 2003",April,23,Sweden,3,0,0
"April 24, 2003",April,24,Sweden,3,0,2
"April 25, 2003",April,25,Sweden,3,0,2
"April 26, 2003",April,26,Sweden,3,0,2
"April 28, 2003",April,28,Sweden,3,0,2
"April 29, 2003",April,29,Sweden,3,0,2
"April 30, 2003",April,30,Sweden,3,0,2
"May 1, 2003",May,1,Sweden,3,0,2
"May 2, 2003",May,2,Sweden,3,0,2
"May 3, 2003",May,3,Sweden,3,0,2
"May 5, 2003",May,5,Sweden,3,0,2
"May 6, 2003",May,6,Sweden,3,0,2
"May 7, 2003",May,7,Sweden,3,0,2
"May 8, 2003",May,8,Sweden,3,0,2
"May 9, 2003",May,9,Sweden,3,0,2
"May 10, 2003",May,10,Sweden,3,0,2
"May 12, 2003",May,12,Sweden,3,0,2
"May 13, 2003",May,13,Sweden,3,0,3
"May 14, 2003",May,14,Sweden,3,0,3
"May 15, 2003",May,15,Sweden,3,0,3
"May 16, 2003",May,16,Sweden,3,0,3
"May 17, 2003",May,17,Sweden,3,0,3
"May 19, 2003",May,19,Sweden,3,0,3
"May 20, 2003",May,20,Sweden,3,0,3
"May 21, 2003",May,21,Sweden,3,0,3
"May 22, 2003",May,22,Sweden,3,0,3
"May 23, 2003",May,23,Sweden,3,0,3
"May 24, 2003",May,24,Sweden,3,0,3
"May 26, 2003",May,26,Sweden,3,0,3
"May 27, 2003",May,27,Sweden,3,0,3
"May 28, 2003",May,28,Sweden,3,0,3
"May 29, 2003",May,29,Sweden,3,0,3
"May 30, 2003",May,30,Sweden,3,0,3
"May 31, 2003",May,31,Sweden,3,0,3
"June 2, 2003",June,2,Sweden,3,0,3
"June 3, 2003",June,3,Sweden,3,0,3
"June 4, 2003",June,4,Sweden,3,0,3
"June 5, 2003",June,5,Sweden,3,0,3
"June 6, 2003",June,6,Sweden,3,0,3
"June 9, 2003",June,9,Sweden,3,0,3
"June 10, 2003",June,10,Sweden,3,0,3
"June 11, 2003",June,11,Sweden,3,0,3
"June 12, 2003",June,12,Sweden,3,0,3
"June 13, 2003",June,13,Sweden,3,0,3
"June 16, 2003",June,16,Sweden,3,0,3
"June 17, 2003",June,17,Sweden,3,0,3
"June 18, 2003",June,18,Sweden,3,0,3
"June 19, 2003",June,19,Sweden,3,0,3
"June 20, 2003",June,20,Sweden,3,0,3
"June 23, 2003",June,23,Sweden,3,0,3
"June 24, 2003",June,24,Sweden,3,0,3
"June 25, 2003",June,25,Sweden,3,0,3
"June 26, 2003",June,26,Sweden,3,0,3
"June 27, 2003",June,27,Sweden,3,0,3
"June 30, 2003",June,30,Sweden,3,0,3
"July 1, 2003",July,1,Sweden,3,0,3
"July 2, 2003",July,2,Sweden,3,0,3
"July 3, 2003",July,3,Sweden,3,0,3
"July 4, 2003",July,4,Sweden,3,0,3
"July 7, 2003",July,7,Sweden,3,0,3
"July 8, 2003",July,8,Sweden,3,0,3
"July 9, 2003",July,9,Sweden,3,0,3
"July 10, 2003",July,10,Sweden,3,0,3
"July 11, 2003",July,11,Sweden,3,0,3
"March 17, 2003",March,17,Switzerland,2,0,0
"March 20, 2003",March,20,Switzerland,7,0,0
"March 21, 2003",March,21,Switzerland,7,0,0
"March 22, 2003",March,22,Switzerland,7,0,0
"March 24, 2003",March,24,Switzerland,2,0,0
"March 25, 2003",March,25,Switzerland,2,0,0
"March 26, 2003",March,26,Switzerland,2,0,0
"March 27, 2003",March,27,Switzerland,2,0,0
"March 28, 2003",March,28,Switzerland,2,0,0
"March 29, 2003",March,29,Switzerland,3,0,0
"March 31, 2003",March,31,Switzerland,3,0,0
"April 1, 2003",April,1,Switzerland,3,0,0
"April 2, 2003",April,2,Switzerland,2,0,0
"April 3, 2003",April,3,Switzerland,2,0,0
"April 4, 2003",April,4,Switzerland,2,0,0
"April 5, 2003",April,5,Switzerland,1,0,0
"April 7, 2003",April,7,Switzerland,1,0,0
"April 8, 2003",April,8,Switzerland,1,0,0
"April 9, 2003",April,9,Switzerland,1,0,0
"April 10, 2003",April,10,Switzerland,1,0,1
"April 11, 2003",April,11,Switzerland,1,0,1
"April 12, 2003",April,12,Switzerland,1,0,1
"April 14, 2003",April,14,Switzerland,1,0,1
"April 15, 2003",April,15,Switzerland,1,0,1
"April 16, 2003",April,16,Switzerland,1,0,1
"April 17, 2003",April,17,Switzerland,1,0,1
"April 18, 2003",April,18,Switzerland,1,0,1
"April 19, 2003",April,19,Switzerland,1,0,1
"April 21, 2003",April,21,Switzerland,1,0,1
"April 22, 2003",April,22,Switzerland,1,0,1
"April 23, 2003",April,23,Switzerland,1,0,1
"April 24, 2003",April,24,Switzerland,1,0,1
"April 25, 2003",April,25,Switzerland,1,0,1
"April 26, 2003",April,26,Switzerland,1,0,1
"April 28, 2003",April,28,Switzerland,1,0,1
"April 29, 2003",April,29,Switzerland,1,0,1
"April 30, 2003",April,30,Switzerland,1,0,1
"May 1, 2003",May,1,Switzerland,1,0,1
"May 2, 2003",May,2,Switzerland,1,0,1
"May 3, 2003",May,3,Switzerland,1,0,1
"May 5, 2003",May,5,Switzerland,1,0,1
"May 6, 2003",May,6,Switzerland,1,0,1
"May 7, 2003",May,7,Switzerland,1,0,1
"May 8, 2003",May,8,Switzerland,1,0,1
"May 9, 2003",May,9,Switzerland,1,0,1
"May 10, 2003",May,10,Switzerland,1,0,1
"May 12, 2003",May,12,Switzerland,1,0,1
"May 13, 2003",May,13,Switzerland,1,0,1
"May 14, 2003",May,14,Switzerland,1,0,1
"May 15, 2003",May,15,Switzerland,1,0,1
"May 16, 2003",May,16,Switzerland,1,0,1
"May 17, 2003",May,17,Switzerland,1,0,1
"May 19, 2003",May,19,Switzerland,1,0,1
"May 20, 2003",May,20,Switzerland,1,0,1
"May 21, 2003",May,21,Switzerland,1,0,1
"May 22, 2003",May,22,Switzerland,1,0,1
"May 23, 2003",May,23,Switzerland,1,0,1
"May 24, 2003",May,24,Switzerland,1,0,1
"May 26, 2003",May,26,Switzerland,1,0,1
"May 27, 2003",May,27,Switzerland,1,0,1
"May 28, 2003",May,28,Switzerland,1,0,1
"May 29, 2003",May,29,Switzerland,1,0,1
"May 30, 2003",May,30,Switzerland,1,0,1
"May 31, 2003",May,31,Switzerland,1,0,1
"June 2, 2003",June,2,Switzerland,1,0,1
"June 3, 2003",June,3,Switzerland,1,0,1
"June 4, 2003",June,4,Switzerland,1,0,1
"June 5, 2003",June,5,Switzerland,1,0,1
"June 6, 2003",June,6,Switzerland,1,0,1
"June 9, 2003",June,9,Switzerland,1,0,1
"June 10, 2003",June,10,Switzerland,1,0,1
"June 11, 2003",June,11,Switzerland,1,0,1
"June 12, 2003",June,12,Switzerland,1,0,1
"June 13, 2003",June,13,Switzerland,1,0,1
"June 16, 2003",June,16,Switzerland,1,0,1
"June 17, 2003",June,17,Switzerland,1,0,1
"June 18, 2003",June,18,Switzerland,1,0,1
"June 19, 2003",June,19,Switzerland,1,0,1
"June 20, 2003",June,20,Switzerland,1,0,1
"June 23, 2003",June,23,Switzerland,1,0,1
"June 24, 2003",June,24,Switzerland,1,0,1
"June 25, 2003",June,25,Switzerland,1,0,1
"June 26, 2003",June,26,Switzerland,1,0,1
"June 27, 2003",June,27,Switzerland,1,0,1
"June 30, 2003",June,30,Switzerland,1,0,1
"July 1, 2003",July,1,Switzerland,1,0,1
"July 2, 2003",July,2,Switzerland,1,0,1
"July 3, 2003",July,3,Switzerland,1,0,1
"July 4, 2003",July,4,Switzerland,1,0,1
"July 7, 2003",July,7,Switzerland,1,0,1
"July 8, 2003",July,8,Switzerland,1,0,1
"July 9, 2003",July,9,Switzerland,1,0,1
"July 10, 2003",July,10,Switzerland,1,0,1
"July 11, 2003",July,11,Switzerland,1,0,1
"March 18, 2003",March,18,"Taiwan, China",3,0,0
"March 19, 2003",March,19,"Taiwan, China",3,0,0
"March 20, 2003",March,20,"Taiwan, China",4,0,0
"March 21, 2003",March,21,"Taiwan, China",6,0,0
"March 22, 2003",March,22,"Taiwan, China",6,0,0
"March 24, 2003",March,24,"Taiwan, China",6,0,0
"March 25, 2003",March,25,"Taiwan, China",6,0,0
"March 26, 2003",March,26,"Taiwan, China",6,0,0
"March 27, 2003",March,27,"Taiwan, China",6,0,0
"March 28, 2003",March,28,"Taiwan, China",10,0,0
"March 29, 2003",March,29,"Taiwan, China",10,0,0
"March 31, 2003",March,31,"Taiwan, China",10,0,0
"April 1, 2003",April,1,"Taiwan, China",13,0,0
"April 2, 2003",April,2,"Taiwan, China",13,0,0
"April 3, 2003",April,3,"Taiwan, China",14,0,0
"April 4, 2003",April,4,"Taiwan, China",15,0,0
"April 5, 2003",April,5,"Taiwan, China",17,0,0
"April 7, 2003",April,7,"Taiwan, China",21,0,0
"April 8, 2003",April,8,"Taiwan, China",19,0,0
"April 9, 2003",April,9,"Taiwan, China",19,0,0
"April 10, 2003",April,10,"Taiwan, China",19,0,5
"April 11, 2003",April,11,"Taiwan, China",21,0,6
"April 12, 2003",April,12,"Taiwan, China",23,0,7
"April 14, 2003",April,14,"Taiwan, China",23,0,7
"April 15, 2003",April,15,"Taiwan, China",23,0,7
"April 16, 2003",April,16,"Taiwan, China",27,0,10
"April 17, 2003",April,17,"Taiwan, China",27,0,10
"April 18, 2003",April,18,"Taiwan, China",29,0,17
"April 19, 2003",April,19,"Taiwan, China",29,0,17
"April 21, 2003",April,21,"Taiwan, China",29,0,17
"April 22, 2003",April,22,"Taiwan, China",29,0,21
"April 23, 2003",April,23,"Taiwan, China",37,0,21
"April 24, 2003",April,24,"Taiwan, China",37,0,21
"April 25, 2003",April,25,"Taiwan, China",41,0,21
"April 26, 2003",April,26,"Taiwan, China",49,0,25
"April 28, 2003",April,28,"Taiwan, China",66,0,25
"April 29, 2003",April,29,"Taiwan, China",66,0,25
"April 30, 2003",April,30,"Taiwan, China",78,1,25
"May 1, 2003",May,1,"Taiwan, China",89,3,25
"May 2, 2003",May,2,"Taiwan, China",100,8,25
"May 3, 2003",May,3,"Taiwan, China",100,8,25
"May 5, 2003",May,5,"Taiwan, China",116,8,25
"May 6, 2003",May,6,"Taiwan, China",116,10,25
"May 7, 2003",May,7,"Taiwan, China",125,11,26
